state_abbr,s_StudyID,s_Study_Design,s_Study_Rating,s_Study_Page_URL,findings_n,interventions_n,weighted_outcome_sample,mean_effect_size_wwc,mean_improvement_index
AL,82100,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82100,2,1,1580.8571428571427,0.07118220383737028,2.5
AL,82196,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82196,2,1,788.4285714285713,,0.0
AL,82553,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82553,4,0,994.4000000000001,0.16744942123804749,6.75
AL,83967,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/83967,1,0,324.0,0.239228065549869,9.0
AL,86162,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86162,4,0,168.0,0.43451288640720676,17.0
AL,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
AL,89578,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89578,7,0,3507.0,-0.03199146389509667,-1.4285714285714286
AL,89868,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89868,12,0,3818.8571428571427,0.01317530760775513,0.4166666666666667
AL,89868,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89868,12,0,3818.8571428571427,0.013156167920148449,0.4166666666666667
AL,90218,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90218,2,0,229.25,0.21895845176575351,8.5
AL,90225,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90225,4,0,464.0,0.1609487213294015,6.5
AR,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
AR,67301,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/67301,176,0,5455.200000000001,,8.823863636363637
AR,77028,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77028,6,0,223.71428571428572,,4.833333333333333
AR,81563,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81563,5,0,160.0,,27.8
AR,82553,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82553,4,0,994.4000000000001,0.16744942123804749,6.75
AR,85516,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85516,22,1,37873.22222222222,0.19397960096453054,7.636363636363637
AR,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
AR,89868,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89868,12,0,3818.8571428571427,0.01317530760775513,0.4166666666666667
AR,89868,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89868,12,0,3818.8571428571427,0.013156167920148449,0.4166666666666667
AR,90106,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90106,5,0,3641.0,-0.01489086510386702,-0.8
AZ,9517,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/9517,8,1,10048.0,0.18762458730256568,7.25
AZ,30135,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30135,4,1,431.22222222222223,,13.75
AZ,67284,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67284,3,1,578.125,-0.0166493649416042,-0.6666666666666666
AZ,67284,Randomized controlled trial,Meets WWC standards without reservations,/Study/67284,16,0,4515.5,,-2.5
AZ,71980,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/71980,2,0,2767.5,0.28880890790206903,11.0
AZ,77029,Randomized controlled trial,Meets WWC standards without reservations,/Study/77029,1,0,1308.0,0.067051441503542,3.0
AZ,77299,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77299,1,1,46.5625,0.112191716858976,4.0
AZ,77498,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77498,4,1,376.0,0.07926285277370987,3.25
AZ,81003,Randomized controlled trial,Meets WWC standards without reservations,/Study/81003,23,1,887.7142857142857,0.021395209620030203,0.782608695652174
AZ,81433,Randomized controlled trial,Meets WWC standards without reservations,/Study/81433,10,0,2297.833333333333,0.3962562693277202,15.2
AZ,81434,Randomized controlled trial,Meets WWC standards without reservations,/Study/81434,4,0,4867.0,,3.25
AZ,81478,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81478,10,1,875.5833333333333,0.15719305656822333,5.9
AZ,81638,Randomized controlled trial,Meets WWC standards without reservations,/Study/81638,2,0,148.28571428571428,,6.5
AZ,82125,Randomized controlled trial,Meets WWC standards with reservations,/Study/82125,2,1,83.25,0.11467330185640134,4.5
AZ,82553,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82553,4,0,994.4000000000001,0.16744942123804749,6.75
AZ,82674,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82674,2,1,527.25,-0.01469072360644005,-0.5
AZ,82729,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82729,15,0,15370.0,0.0960559612014329,3.7333333333333334
AZ,82983,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/82983,3,0,5531.0,0.23010536342006635,9.0
AZ,84116,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/84116,3,0,360.0,0.6965424337481817,25.666666666666668
AZ,86168,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/86168,2,0,76.75,-0.1078970450789562,-4.5
AZ,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
AZ,88848,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88848,4,0,4457.0,0.3246923621878304,12.25
AZ,89470,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89470,6,0,5479.090909090909,-0.004047550582012884,-0.16666666666666666
AZ,89766,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89766,1,0,1630.0,0.271454975568366,11.0
AZ,89881,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89881,30,0,1336.0,0.5355981494918004,19.8
AZ,90285,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90285,4,0,438.80000000000007,-0.06418949516054939,-2.5
AZ,90790,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90790,9,0,10354.384615384615,0.11986484868768077,4.777777777777778
AZ,90791,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90791,3,0,659.0,0.143155036223534,5.666666666666667
CA,131,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/131,7,0,3539.5,0.24363121583570924,9.285714285714286
CA,132,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/132,9,0,3572.0,0.2843333108687982,11.0
CA,143,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/143,2,0,3957.0,0.175227557237105,7.0
CA,1121,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/1121,2,1,571.6666666666666,0.09274873159973471,3.5
CA,9443,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/9443,3,1,187.33333333333331,0.34881339986456966,13.0
CA,10450,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/10450,3,1,42.0,,0.0
CA,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
CA,25407,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/25407,25,1,1730.0,0.4924782951802089,18.48
CA,29870,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/29870,1,1,119.60000000000001,,23.0
CA,30012,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30012,1,1,207.9,,8.0
CA,30135,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30135,4,1,431.22222222222223,,13.75
CA,30518,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30518,4,1,1285.5,,-0.75
CA,30639,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/30639,1,1,156.5,,-2.0
CA,32029,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/32029,3,0,14561.0,,4.666666666666667
CA,32031,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/32031,2,0,3752.333333333333,-0.08780774536079135,-3.5
CA,40028,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/40028,1,1,50.0,,0.0
CA,44803,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/44803,6,1,32.0,0.42597808017449806,16.0
CA,45653,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/45653,15,0,24511.0,0.07811638516724867,0.6666666666666666
CA,63460,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/63460,3,1,70.66666666666666,,0.0
CA,63693,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/63693,8,1,592.0,0.3010179198520214,11.5
CA,63987,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/63987,7,1,2527.0,0.17655147310556712,7.142857142857143
CA,64311,Randomized controlled trial,Meets WWC standards with reservations,/Study/64311,20,1,5800.0,0.20355566953023838,8.5
CA,64401,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/64401,4,1,1181.0,,0.0
CA,65033,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/65033,7,1,504.0,0.6838020065244291,25.0
CA,65085,Randomized controlled trial,Meets WWC standards without reservations,/Study/65085,10,1,12289.5,,1.6
CA,65307,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/65307,5,1,1718.0,0.3392047460374557,11.2
CA,65371,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/65371,9,1,462.72727272727275,0.3750378161015652,13.0
CA,65400,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/65400,1,1,28.0,0.743166842284172,27.0
CA,65789,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/65789,2,1,1812.0,,7.0
CA,67261,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/67261,34,1,27308.0,0.27426144110090134,10.382352941176471
CA,67271,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67271,6,0,1487.142857142857,-0.027289559475774217,-1.0
CA,67272,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67272,4,0,0.0,,-3.0
CA,67284,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67284,3,1,578.125,-0.0166493649416042,-0.6666666666666666
CA,67284,Randomized controlled trial,Meets WWC standards without reservations,/Study/67284,16,0,4515.5,,-2.5
CA,67297,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67297,19,0,608.0,-0.21010672635487915,-11.631578947368421
CA,67301,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/67301,176,0,5455.200000000001,,8.823863636363637
CA,71975,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/71975,4,0,7456.0,0.11903589713071583,4.75
CA,71980,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/71980,2,0,2767.5,0.28880890790206903,11.0
CA,72377,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/72377,9,2,2277.0,-0.2982080535326088,-11.11111111111111
CA,73274,Randomized controlled trial,Meets WWC standards without reservations,/Study/73274,2,0,48.0,0.7874678569701995,28.5
CA,73966,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/73966,2,1,438.0,-0.153896123115872,3.5
CA,74999,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/74999,7,1,641.0,0.7039797470286068,27.428571428571427
CA,77028,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77028,6,0,223.71428571428572,,4.833333333333333
CA,77029,Randomized controlled trial,Meets WWC standards without reservations,/Study/77029,1,0,1308.0,0.067051441503542,3.0
CA,77299,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77299,1,1,46.5625,0.112191716858976,4.0
CA,77508,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77508,19,1,2050.0,0.0644553636351259,2.5789473684210527
CA,77549,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77549,1,1,66.0,0.117937850957257,5.0
CA,77774,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77774,15,0,1920.75,-0.01749252725814765,-0.8
CA,77775,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77775,3,0,155.4,0.22198067330319501,9.0
CA,77951,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77951,5,0,175.0,0.35418721274685144,13.2
CA,77968,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77968,15,1,2143.0,0.21772486462549834,8.266666666666667
CA,78475,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78475,1,1,557.0,0.171403204540762,4.0
CA,78510,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/78510,9,1,1294.5,0.104424850921394,8.11111111111111
CA,78544,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78544,41,1,9842.166666666666,0.033588452187459636,1.7666666666666666
CA,78548,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78548,30,0,6714.333333333333,,1.2333333333333334
CA,78613,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/78613,4,0,3672.0,,11.0
CA,78614,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78614,7,1,11220.0,0.10838971524873169,5.857142857142857
CA,78614,Randomized controlled trial,Meets WWC standards without reservations,/Study/78614,7,0,16376.0,0.14204301830313848,5.0
CA,78615,Randomized controlled trial,Meets WWC standards with reservations,/Study/78615,4,0,6143.0,0.175,6.75
CA,78621,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78621,16,0,534.0,-0.2619636527979254,-10.1875
CA,78624,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78624,4,0,2074.0,0.319879242413831,10.5
CA,78991,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78991,4,0,160.0,0.27090909453931833,10.5
CA,79332,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/79332,14,1,6267.5,,-0.5714285714285714
CA,79351,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/79351,2,0,9101.0,0.294263009987648,12.5
CA,79958,Randomized controlled trial,Meets WWC standards without reservations,/Study/79958,1,0,488.66666666666663,,11.0
CA,80616,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/80616,20,0,4386.0,,3.95
CA,80630,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/80630,5,0,1218.5,0.08610687472984331,3.8
CA,80703,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/80703,5,0,54300.0,0.01285900279258094,4.0
CA,80703,Randomized controlled trial,Meets WWC standards with reservations,/Study/80703,5,0,54300.0,,1.6
CA,81003,Randomized controlled trial,Meets WWC standards without reservations,/Study/81003,23,1,887.7142857142857,0.021395209620030203,0.782608695652174
CA,81033,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81033,4,1,265.0,0.8724413229472907,31.0
CA,81035,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81035,1,0,24260.0,,32.0
CA,81424,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81424,1,0,64.0,0.425003156151473,16.0
CA,81428,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81428,16,0,1464986.111111111,,0.875
CA,81433,Randomized controlled trial,Meets WWC standards without reservations,/Study/81433,10,0,2297.833333333333,0.3962562693277202,15.2
CA,81434,Randomized controlled trial,Meets WWC standards without reservations,/Study/81434,4,0,4867.0,,3.25
CA,81473,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81473,12,0,193.71428571428572,0.5892717660524036,21.181818181818183
CA,81478,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81478,10,1,875.5833333333333,0.15719305656822333,5.9
CA,81534,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81534,2,0,2956.0,-0.0471191761982839,-2.0
CA,81537,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81537,4,0,2404.0,-0.263573071834142,-10.25
CA,81615,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81615,1,0,78.0,,-39.0
CA,81692,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81692,26,0,17921.0,0.05286304940435321,1.25
CA,81858,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81858,1,0,712.0,0.101661431509978,4.0
CA,82209,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82209,1,0,91.33333333333333,0.431203622031817,17.0
CA,82210,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/82210,2,0,432384.0,,0.0
CA,82552,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82552,17,0,510.0,0.4903663697399528,17.823529411764707
CA,82556,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/82556,1,0,478.0,0.710636681747142,26.0
CA,82557,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82557,7,1,6124.0,0.6411519886896028,23.714285714285715
CA,82559,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82559,1,0,204.0,0.277071297295065,11.0
CA,82590,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82590,7,0,9763.600000000002,0.0267494280005808,1.1428571428571428
CA,82674,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82674,2,1,527.25,-0.01469072360644005,-0.5
CA,83052,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/83052,79,1,41777.0,0.1841397349071644,7.153846153846154
CA,83729,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/83729,1,0,97.0,0.0,0.0
CA,83896,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/83896,17,0,10726.0,0.1043654397507705,4.0
CA,84015,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/84015,1,1,636.0,0.0852732030559212,3.0
CA,84082,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/84082,1,0,5086.5,,
CA,84082,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/84082,8,0,34268.0,0.138327291558888,2.5
CA,84086,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/84086,4,0,9726.0,0.0026599984661954505,0.0
CA,84088,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/84088,1,0,2225.0,-0.0839229037262141,-3.0
CA,84221,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/84221,9,1,1666.0,0.003192531396614089,0.2222222222222222
CA,84230,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/84230,4,1,1084.3333333333333,-0.005002166902768201,0.0
CA,84959,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/84959,6,1,19082.0,,4.666666666666667
CA,85486,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85486,2,0,27957.0,0.165,6.5
CA,85487,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/85487,1,0,466.0,0.0874801871083263,3.0
CA,85518,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85518,13,1,1953.909090909091,0.23452534013614063,9.307692307692308
CA,85520,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/85520,21,0,4044.0,0.19164762815940029,7.523809523809524
CA,85538,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/85538,6,1,463.71428571428567,0.14412486355040896,5.666666666666667
CA,85782,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85782,1,0,1404.0,0.879563182527301,31.0
CA,86110,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/86110,4,1,892.0,0.19818594924939537,8.0
CA,86111,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86111,9,1,10090.0,0.3074002418636081,12.0
CA,86121,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86121,10,0,1326.0,0.44974624206385566,16.5
CA,86168,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/86168,2,0,76.75,-0.1078970450789562,-4.5
CA,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
CA,87305,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87305,14,0,2870.0,,
CA,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
CA,87535,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87535,6,0,3393.333333333333,0.199745470330223,5.666666666666667
CA,87574,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87574,9,0,1851.0,0.15583956739594917,6.222222222222222
CA,87630,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/87630,4,0,239.85714285714283,0.2155322373525775,8.333333333333334
CA,88224,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/88224,3,0,87.0,0.22492665768790002,8.333333333333334
CA,88229,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/88229,2,0,84.0,-0.0714134208180265,-3.0
CA,88755,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/88755,30,0,45585.0,0.040300540743202475,1.6
CA,88782,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88782,2,0,698.0,0.6510284715442045,22.5
CA,88783,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88783,4,0,4496.0,-0.08295917692713214,-3.5
CA,88786,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88786,20,0,91816.0,0.03015595084761943,1.2222222222222223
CA,89200,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89200,3,1,707.125,1.0003193162786483,34.0
CA,89202,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89202,15,0,2891.6666666666665,0.38368132049246145,12.6
CA,89205,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89205,11,0,11473.0,0.015692738551923817,0.75
CA,89371,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89371,56,0,38709.33333333333,0.0027065320354599486,0.15217391304347827
CA,89399,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89399,6,1,1876.0,0.16213207698272444,6.333333333333333
CA,89442,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89442,13,0,2185.8571428571427,0.09983846333177503,4.083333333333333
CA,89470,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89470,6,0,5479.090909090909,-0.004047550582012884,-0.16666666666666666
CA,89497,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89497,1,0,51.0,0.414396474194256,16.0
CA,89540,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89540,3,0,31159.0,0.1257445404611956,5.0
CA,89544,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89544,2,0,1356.0,0.1212302386675166,4.5
CA,89592,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89592,2,0,174.0,0.1060380687431708,4.0
CA,89696,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89696,2,0,1484.0,-0.03586033565483175,-1.0
CA,89777,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89777,2,0,1434.0,0.2285090732232305,9.0
CA,89782,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89782,7,0,4152.4,0.12346289954849014,3.4285714285714284
CA,89802,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89802,2,0,300.0,0.2793420727327235,11.0
CA,89812,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89812,12,0,10652.0,0.09088345929898901,3.625
CA,89823,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89823,3,0,4556.0,0.25790804979115967,9.333333333333334
CA,89824,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89824,5,0,4192.0,0.07243478072895301,3.0
CA,89959,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89959,2,0,1380.0,0.14570181443594726,6.0
CA,89964,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89964,2,0,379.66666666666663,-0.0010953407223610497,0.0
CA,89969,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89969,82,0,9535.0,0.13822893325191246,5.012195121951219
CA,89971,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89971,12,0,75822.0,-0.017728877232854257,-0.75
CA,90012,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90012,9,0,1510.0,-0.47198760002211426,-0.1111111111111111
CA,90045,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90045,6,0,16742.0,0.033820426164126595,1.3333333333333333
CA,90055,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90055,3,0,594.0,,15.0
CA,90057,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90057,10,0,630.0,0.3010711375991777,11.7
CA,90058,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90058,10,0,630.0,0.6433332500093227,23.6
CA,90086,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90086,9,0,8010.999999999999,0.07236802220922357,2.5555555555555554
CA,90092,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90092,3,0,753.5,,5.0
CA,90094,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90094,2,0,543.0,0.1854727240795785,7.5
CA,90167,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90167,18,0,16421.75,-0.1082926915956524,-0.7777777777777778
CA,90184,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90184,5,0,3924.0,0.09659737828616281,3.8
CA,90220,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90220,4,0,9458.0,0.02799473657322205,0.6666666666666666
CA,90225,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90225,4,0,464.0,0.1609487213294015,6.5
CA,90254,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90254,9,0,2574.0,-0.018314206578972703,-0.5
CA,90296,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90296,1,0,2128.7000000000003,-0.251943611941047,-10.0
CA,90560,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90560,2,0,4490.0,0.0485744583209501,2.0
CA,90566,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90566,10,0,4354.0,0.9046324417882232,23.8
CA,90645,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90645,4,0,3546.5,0.06508510785688593,2.75
