state_abbr,i_InterventionID,i_Intervention_Name,findings_n,studies_n,weighted_outcome_sample,mean_effect_size_wwc,median_effect_size_wwc,pct_positive_effect_size,mean_improvement_index,intervention_name
CA,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
CA,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
CA,623.0,JOBSTART,4,1,431.22222222222223,,,,13.75,JOBSTART
CA,718.0,Service and Conservation Corps,1,1,156.5,,,,-2.0,Service and Conservation Corps
CA,726.0,Project CRISS®,3,1,578.125,-0.0166493649416042,-0.0321735993734571,33.33333333333333,-0.6666666666666666,Project CRISS®
CA,742.0,READ 180®,3,1,187.33333333333331,0.34881339986456966,0.237108477373884,100.0,13.0,READ 180®
CA,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
CA,797.0,Linked Learning Communities,14,1,6267.5,,,,-0.5714285714285714,Linked Learning Communities
CA,1279.0,Prentice Hall/Pearson Literature© (2007-15),15,3,3277.583333333333,-0.0013771554836284061,-0.0079294074023467,46.666666666666664,0.06666666666666667,Prentice Hall/Pearson Literature© (2007-15)
CA,1581.0,Year Up,1,1,232.375,1.0008220792979,1.0008220792979,100.0,34.0,Year Up
CO,19.0,Knowledge is Power Program (KIPP),35,2,39827.131313131315,0.20903944694255713,0.229968288983869,100.0,8.257142857142858,Knowledge is Power Program (KIPP)
CO,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
CO,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
CO,623.0,JOBSTART,4,1,431.22222222222223,,,,13.75,JOBSTART
CO,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
CO,1279.0,Prentice Hall/Pearson Literature© (2007-15),4,1,1084.3333333333333,-0.005002166902768201,0.00555938059925145,50.0,0.0,Prentice Hall/Pearson Literature© (2007-15)
CT,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
CT,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
CT,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
CT,623.0,JOBSTART,4,1,431.22222222222223,,,,13.75,JOBSTART
CT,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
CT,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
CT,1194.0,Integrated Basic Education and Skills Training (I-BEST),5,1,1294.25,0.357605673807994,0.357605673807994,100.0,5.8,Integrated Basic Education and Skills Training (I-BEST)
DC,19.0,Knowledge is Power Program (KIPP),35,2,39827.131313131315,0.20903944694255713,0.229968288983869,100.0,8.257142857142858,Knowledge is Power Program (KIPP)
DC,261.0,Lions Quest -- Skills for Adolescence,10,1,12289.5,,,,1.6,Lions Quest -- Skills for Adolescence
DC,321.0,Career Academies,3,1,710.1666666666666,0.0899708731321358,0.0899708731321358,100.0,7.0,Career Academies
DC,323.0,Quantum Opportunity Program,2,1,280.0,0.0454642744943638,0.0454642744943638,100.0,3.0,Quantum Opportunity Program
DC,361.0,Voyager Universal Literacy System®,7,1,1393.0,0.45525812958537654,0.484304176259957,100.0,16.857142857142858,Voyager Universal Literacy System®
DC,1581.0,Year Up,1,1,232.375,1.0008220792979,1.0008220792979,100.0,34.0,Year Up
FL,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
FL,187.0,Lessons in Character,8,1,1024.0,0.36373145208230023,0.3821166141590635,100.0,11.125,Lessons in Character
FL,232.0,Open Court Reading©,2,1,266.0,0.225892052244969,0.225892052244969,100.0,8.0,Open Court Reading©
FL,269.0,Lions Quest -- Skills for Action,1,1,104.28571428571428,0.127630114071465,0.127630114071465,100.0,5.0,Lions Quest -- Skills for Action
FL,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
FL,309.0,Accelerated Math® ,2,1,321.75,0.14795002795549989,0.14795002795549989,100.0,5.5,Accelerated Math® 
FL,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
FL,321.0,Career Academies,3,1,710.1666666666666,0.0899708731321358,0.0899708731321358,100.0,7.0,Career Academies
FL,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
FL,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
FL,397.0,Curiosity Corner,9,1,586.3333333333333,,,,2.6666666666666665,Curiosity Corner
FL,418.0,Literacy Express,7,1,2527.0,0.17655147310556712,0.151966760767822,85.71428571428571,7.142857142857143,Literacy Express
FL,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
FL,718.0,Service and Conservation Corps,1,1,156.5,,,,-2.0,Service and Conservation Corps
FL,726.0,Project CRISS®,3,1,578.125,-0.0166493649416042,-0.0321735993734571,33.33333333333333,-0.6666666666666666,Project CRISS®
FL,742.0,READ 180®,3,1,187.33333333333331,0.34881339986456966,0.237108477373884,100.0,13.0,READ 180®
FL,1077.0,Xtreme Reading,7,1,1167.4444444444443,0.04607932929627497,0.0417442521507802,100.0,1.7142857142857142,Xtreme Reading
FL,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
FL,1623.0,Single Stop,4,1,9621.0,0.0839547112438706,0.0593227093463462,75.0,3.5,Single Stop
GA,17.0,Saxon Math,1,1,46.5625,0.112191716858976,0.112191716858976,100.0,4.0,Saxon Math
GA,19.0,Knowledge is Power Program (KIPP),41,3,40290.8455988456,0.19953975181199887,0.175708448371066,100.0,7.878048780487805,Knowledge is Power Program (KIPP)
GA,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
GA,232.0,Open Court Reading©,2,1,266.0,0.225892052244969,0.225892052244969,100.0,8.0,Open Court Reading©
GA,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
GA,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
GA,483.0,Creative Curriculum for Preschool,9,1,760.5,-0.020522128170763387,-0.0414572930689729,44.44444444444444,-0.3333333333333333,Creative Curriculum for Preschool
GA,623.0,JOBSTART,4,1,431.22222222222223,,,,13.75,JOBSTART
GA,726.0,Project CRISS®,3,1,578.125,-0.0166493649416042,-0.0321735993734571,33.33333333333333,-0.6666666666666666,Project CRISS®
GA,742.0,READ 180®,3,1,187.33333333333331,0.34881339986456966,0.237108477373884,100.0,13.0,READ 180®
GA,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
GA,814.0,Summer Counseling,20,1,7115.0,0.06652589711733413,0.12783138924898851,80.0,2.9,Summer Counseling
GA,1194.0,Integrated Basic Education and Skills Training (I-BEST),5,1,1294.25,0.357605673807994,0.357605673807994,100.0,5.8,Integrated Basic Education and Skills Training (I-BEST)
GA,1287.0,Leveled Literacy Intervention,34,1,1953.5,0.3231532575010971,0.24895804886850098,97.05882352941177,11.911764705882353,Leveled Literacy Intervention
GA,1581.0,Year Up,1,1,232.375,1.0008220792979,1.0008220792979,100.0,34.0,Year Up
IA,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
IA,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
ID,232.0,Open Court Reading©,2,1,266.0,0.225892052244969,0.225892052244969,100.0,8.0,Open Court Reading©
ID,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
ID,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
IL,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
IL,117.0,Heartwood Ethics Curriculum/An Ethics Curriculum for Children,7,1,1511.5,0.09188581215146151,0.10074104966565,57.14285714285714,1.8571428571428572,Heartwood Ethics Curriculum/An Ethics Curriculum for Children
IL,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
IL,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
IL,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
IL,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
IL,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
IL,623.0,JOBSTART,4,1,431.22222222222223,,,,13.75,JOBSTART
IL,1194.0,Integrated Basic Education and Skills Training (I-BEST),18,1,65111.5,0.23332168810568782,0.2574483230484125,80.0,8.9,Integrated Basic Education and Skills Training (I-BEST)
IL,1279.0,Prentice Hall/Pearson Literature© (2007-15),13,2,2750.333333333333,0.0006710857660349243,-0.0079294074023467,46.15384615384615,0.15384615384615385,Prentice Hall/Pearson Literature© (2007-15)
IL,1581.0,Year Up,1,1,232.375,1.0008220792979,1.0008220792979,100.0,34.0,Year Up
IN,17.0,Saxon Math,1,1,46.5625,0.112191716858976,0.112191716858976,100.0,4.0,Saxon Math
IN,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
IN,232.0,Open Court Reading©,2,1,266.0,0.225892052244969,0.225892052244969,100.0,8.0,Open Court Reading©
IN,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
IN,425.0,Pre-K Mathematics,2,1,446.0,0.19746180526928164,0.19746180526928164,100.0,8.0,Pre-K Mathematics
IN,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
KS,204.0,Connect with Kids,4,1,46.0,0.4033177938130863,0.374808111244377,100.0,15.5,Connect with Kids
KS,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
KS,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
KS,397.0,Curiosity Corner,9,1,586.3333333333333,,,,2.6666666666666665,Curiosity Corner
KS,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
KS,1194.0,Integrated Basic Education and Skills Training (I-BEST),18,1,65111.5,0.23332168810568782,0.2574483230484125,80.0,8.9,Integrated Basic Education and Skills Training (I-BEST)
KY,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
KY,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
KY,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,8,2,1500.3500000000001,-0.0798304729948918,-0.0962381355216201,25.0,-3.375,Scott Foresman-Addison Wesley Elementary Mathematics
KY,425.0,Pre-K Mathematics,2,1,446.0,0.19746180526928164,0.19746180526928164,100.0,8.0,Pre-K Mathematics
KY,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
KY,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
KY,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
KY,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
KY,1194.0,Integrated Basic Education and Skills Training (I-BEST),18,1,65111.5,0.23332168810568782,0.2574483230484125,80.0,8.9,Integrated Basic Education and Skills Training (I-BEST)
LA,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
LA,187.0,Lessons in Character,8,1,1024.0,0.36373145208230023,0.3821166141590635,100.0,11.125,Lessons in Character
LA,726.0,Project CRISS®,3,1,578.125,-0.0166493649416042,-0.0321735993734571,33.33333333333333,-0.6666666666666666,Project CRISS®
LA,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
LA,1194.0,Integrated Basic Education and Skills Training (I-BEST),18,1,65111.5,0.23332168810568782,0.2574483230484125,80.0,8.9,Integrated Basic Education and Skills Training (I-BEST)
LA,1623.0,Single Stop,4,1,9621.0,0.0839547112438706,0.0593227093463462,75.0,3.5,Single Stop
MA,19.0,Knowledge is Power Program (KIPP),41,3,40290.8455988456,0.19953975181199887,0.175708448371066,100.0,7.878048780487805,Knowledge is Power Program (KIPP)
MA,290.0,"Investigations in Number, Data, and Space®",2,1,83.25,0.11467330185640134,0.11467330185640134,50.0,4.5,"Investigations in Number, Data, and Space®"
MA,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MA,326.0,Vocabulary Improvement Program for English Language Learners and Their Classmates (VIP),6,1,32.0,0.42597808017449806,0.4391422737381395,83.33333333333334,16.0,Vocabulary Improvement Program for English Language Learners and Their Classmates (VIP)
MA,434.0,Summer Training and Education Program (STEP),4,1,1285.5,,,,-0.75,Summer Training and Education Program (STEP)
MA,742.0,READ 180®,3,1,187.33333333333331,0.34881339986456966,0.237108477373884,100.0,13.0,READ 180®
MA,814.0,Summer Counseling,32,2,16801.666666666668,0.06122191060081951,0.1041161680130195,75.0,2.59375,Summer Counseling
MA,1517.0,Bottom Line,7,1,6491.0,0.18148173294825373,0.340864516763396,71.42857142857143,7.142857142857143,Bottom Line
MA,1581.0,Year Up,14,2,833.0416666666666,0.025809986101570544,0.1307178235113785,71.42857142857143,1.5714285714285714,Year Up
MA,1623.0,Single Stop,4,1,9621.0,0.0839547112438706,0.0593227093463462,75.0,3.5,Single Stop
MA,2151.0,Building Blocks&trade;,1,1,571.3333333333333,0.551825640992102,0.551825640992102,100.0,21.0,Building Blocks&trade;
MD,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
MD,83.0,Open Learning Initiative (OLI),4,1,1049.5,0.14032134158796683,0.1264856576979925,100.0,5.5,Open Learning Initiative (OLI)
MD,261.0,Lions Quest -- Skills for Adolescence,10,1,12289.5,,,,1.6,Lions Quest -- Skills for Adolescence
MD,269.0,Lions Quest -- Skills for Action,1,1,104.28571428571428,0.127630114071465,0.127630114071465,100.0,5.0,Lions Quest -- Skills for Action
MD,321.0,Career Academies,3,1,710.1666666666666,0.0899708731321358,0.0899708731321358,100.0,7.0,Career Academies
MD,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
MD,797.0,Linked Learning Communities,14,1,6267.5,,,,-0.5714285714285714,Linked Learning Communities
MD,1077.0,Xtreme Reading,7,1,1167.4444444444443,0.04607932929627497,0.0417442521507802,100.0,1.7142857142857142,Xtreme Reading
MD,1194.0,Integrated Basic Education and Skills Training (I-BEST),5,1,1294.25,0.357605673807994,0.357605673807994,100.0,5.8,Integrated Basic Education and Skills Training (I-BEST)
MI,261.0,Lions Quest -- Skills for Adolescence,10,1,12289.5,,,,1.6,Lions Quest -- Skills for Adolescence
MI,269.0,Lions Quest -- Skills for Action,1,1,104.28571428571428,0.127630114071465,0.127630114071465,100.0,5.0,Lions Quest -- Skills for Action
MI,290.0,"Investigations in Number, Data, and Space®",6,1,1194.2,-0.03491792480070551,-0.02315567072414025,33.33333333333333,-1.3333333333333333,"Investigations in Number, Data, and Space®"
MI,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MI,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
MI,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
MI,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
MI,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
MI,750.0,Core-Plus Mathematics,9,1,462.72727272727275,0.3750378161015652,0.289480191481847,77.77777777777779,13.0,Core-Plus Mathematics
MI,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
MI,1279.0,Prentice Hall/Pearson Literature© (2007-15),9,1,1666.0,0.003192531396614089,-0.0079294074023467,44.44444444444444,0.2222222222222222,Prentice Hall/Pearson Literature© (2007-15)
MN,7.0,Peer-Assisted Learning Strategies,3,1,1502.3333333333333,0.8575365752542133,0.893101290731852,100.0,30.0,Peer-Assisted Learning Strategies
MN,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
MN,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
MN,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MN,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
MN,621.0,New Chance,1,1,207.9,,,,8.0,New Chance
MN,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
MO,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
MO,204.0,Connect with Kids,4,1,46.0,0.4033177938130863,0.374808111244377,100.0,15.5,Connect with Kids
MO,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
MO,290.0,"Investigations in Number, Data, and Space®",18,1,3612.2000000000003,-0.036665052238740614,-0.05171519140049025,16.666666666666664,-2.388888888888889,"Investigations in Number, Data, and Space®"
MO,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
MO,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
MO,529.0,Successmaker,23,1,887.7142857142857,0.021395209620030203,0.0159998686824148,52.17391304347826,0.782608695652174,Successmaker
MO,814.0,Summer Counseling,3,1,4921.5,0.10440974808460513,0.0854826225064468,66.66666666666666,4.0,Summer Counseling
MO,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
MS,6.0,Teach for America (TFA),2,1,571.6666666666666,0.09274873159973471,0.09274873159973471,100.0,3.5,Teach for America (TFA)
MS,17.0,Saxon Math,12,1,1693.6000000000001,0.11020461145858564,0.09383746952507925,75.0,4.333333333333333,Saxon Math
MS,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
MS,290.0,"Investigations in Number, Data, and Space®",24,1,4806.400000000001,-0.035791488519723066,-0.0296202721671157,25.0,-2.125,"Investigations in Number, Data, and Space®"
MS,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,6,1,1221.6000000000001,-0.09049112192376868,-0.0962381355216201,16.666666666666664,-3.8333333333333335,Scott Foresman-Addison Wesley Elementary Mathematics
MS,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
MS,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
MS,1175.0,Math Expressions,9,1,1513.5,0.05732518513555702,0.0275963385712838,88.88888888888889,2.2222222222222223,Math Expressions
MT,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
NC,17.0,Saxon Math,1,1,46.5625,0.112191716858976,0.112191716858976,100.0,4.0,Saxon Math
NC,19.0,Knowledge is Power Program (KIPP),41,3,40290.8455988456,0.19953975181199887,0.175708448371066,100.0,7.878048780487805,Knowledge is Power Program (KIPP)
NC,214.0,Success for All®,10,1,875.5833333333333,0.15719305656822333,0.206750183071705,57.14285714285714,5.9,Success for All®
NC,232.0,Open Court Reading©,2,1,266.0,0.225892052244969,0.225892052244969,100.0,8.0,Open Court Reading©
NC,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
NC,483.0,Creative Curriculum for Preschool,9,1,760.5,-0.020522128170763387,-0.0414572930689729,44.44444444444444,-0.3333333333333333,Creative Curriculum for Preschool
NC,795.0,Fast Track: Elementary School,21,1,3938.75,0.12056809650149178,0.119210382984614,71.42857142857143,4.761904761904762,Fast Track: Elementary School
NC,1572.0,Leadership and Assistance for Science Education Reform (LASER),72,1,21627.666666666664,0.028279045182326816,0.015567806015207152,56.94444444444444,1.1527777777777777,Leadership and Assistance for Science Education Reform (LASER)
NE,17.0,Saxon Math,1,1,46.5625,0.112191716858976,0.112191716858976,100.0,4.0,Saxon Math
NE,1077.0,Xtreme Reading,7,1,1167.4444444444443,0.04607932929627497,0.0417442521507802,100.0,1.7142857142857142,Xtreme Reading
NJ,19.0,Knowledge is Power Program (KIPP),13,1,1953.909090909091,0.23452534013614063,0.266865851616145,100.0,9.307692307692308,Knowledge is Power Program (KIPP)
NJ,289.0,Houghton Mifflin Mathematics,3,1,70.66666666666666,,,,0.0,Houghton Mifflin Mathematics
NJ,311.0,Scott Foresman-Addison Wesley Elementary Mathematics,2,1,850.0,0.06644074410793266,0.06644074410793266,50.0,2.5,Scott Foresman-Addison Wesley Elementary Mathematics
NJ,397.0,Curiosity Corner,9,1,586.3333333333333,,,,2.6666666666666665,Curiosity Corner
NJ,818.0,Cognitive Tutor Algebra I,6,3,4213.619047619048,0.07118220383737028,0.07118220383737028,50.0,0.8333333333333334,Cognitive Tutor Algebra I
NM,309.0,Accelerated Math® ,8,1,280.54166666666663,0.2946,0.249,100.0,11.6,Accelerated Math® 
NM,380.0,Transition Mathematics,3,1,220.20000000000002,0.19659720964456398,0.167228420541107,100.0,7.666666666666667,Transition Mathematics
NM,393.0,National Guard Youth ChalleNGe Program,1,1,119.60000000000001,,,,23.0,National Guard Youth ChalleNGe Program
NM,1572.0,Leadership and Assistance for Science Education Reform (LASER),72,1,21627.666666666664,0.028279045182326816,0.015567806015207152,56.94444444444444,1.1527777777777777,Leadership and Assistance for Science Education Reform (LASER)
